2.41,0.96633
2.42,0.9355
2.43,0.95757
2.44,0.95999
2.45,0.93834
2.46,0.94132
2.47,0.97517
2.48,0.97626
2.49,0.96285
2.5,0.96968
2.51,0.98313
2.52,0.98588
2.53,0.96967
2.54,0.99767
2.55,0.9953
2.56,1.0028
2.57,0.97605
2.58,0.97813
2.59,1.008
2.6,1.0051
2.61,0.99091
2.62,0.9933
2.63,0.99034
2.64,1.0049
2.65,1.0297
2.66,1.0317
2.67,1.0115
2.68,1.0087
2.69,1.0276
2.7,1.0132
2.71,1.0348
2.72,1.0369
2.73,1.0241
2.74,1.0202
2.75,1.0182
2.76,1.0124
2.77,1.0211
2.78,1.0542
2.79,1.0259
2.8,1.0502
2.81,1.024
2.82,1.0356
2.83,1.0448
2.84,1.0288
2.85,1.0558
2.86,1.0298
2.87,1.0637
2.88,1.0352
2.89,1.0349
2.9,1.0302
2.91,1.0354
2.92,1.0525
2.93,1.0553
2.94,1.0596
2.95,1.0559
2.96,1.0583
2.97,1.0551
2.98,1.0537
2.99,1.0307
3,1.0523
3.01,1.0374
3.02,1.0409
3.03,1.0559
3.04,1.0324
3.05,1.0579
3.06,1.048
3.07,1.0487
3.08,1.0497
3.09,1.0388
3.1,1.0532
3.11,1.0303
3.12,1.0304
3.13,1.0427
3.14,1.057
3.15,1.0544
3.16,1.0433
3.17,1.0498
3.18,1.0321
3.19,1.024
3.2,1.0388
3.21,1.0292
3.22,1.0394
3.23,1.0356
3.24,1.0312
3.25,1.0233
3.26,1.0267
3.27,1.0266
3.28,1.0277
3.29,1.0278
3.3,1.0232
3.31,1.0178
3.32,1.0087
3.33,1.0192
3.34,1.0135
3.35,1.0291
3.36,1.0282
3.37,1.0205
3.38,1.028
3.39,1.0266
3.4,1.0344
3.41,1.014
3.42,1.032
3.43,1.0062
3.44,1.0107
3.45,1.0118
3.46,1.0165
3.47,1.0051
3.48,1.0122
3.49,1.0264
3.5,0.99191
3.51,1.0117
3.52,0.99763
3.53,1.0046
3.54,1.0028
3.55,1.0141
3.56,0.98064
3.57,0.9901
3.58,1.004
3.59,0.99922
3.6,1.0132
3.61,0.98635
3.62,1.0137
3.63,0.98396
3.64,1.0071
3.65,1.0004
3.66,0.99011
3.67,1.0039
3.68,0.9714
3.69,0.9763
3.7,0.99753
3.71,0.99698
3.72,0.98556
3.73,0.99085
3.74,0.9971
3.75,1.0062
3.76,0.99391
3.77,0.97682
3.78,0.99538
3.79,0.97168
3.8,0.96464
3.81,0.98396
3.82,0.96702
3.83,0.97006
3.84,0.99941
3.85,0.99436
3.86,0.99269
3.87,0.9801
3.88,0.96273
3.89,0.98573
3.9,0.98296
3.91,0.9648
3.92,0.98381
3.93,0.97759
3.94,0.97061
3.95,0.9774
3.96,0.98706
3.97,0.98839
3.98,0.99045
3.99,0.9837
4,0.97346
4.01,0.995
4.02,0.97738
4.03,0.99009
4.04,0.97522
4.05,0.96338
4.06,0.96735
4.07,0.98426
4.08,0.99468
4.09,0.97272
4.1,0.96636
4.11,0.96725
4.12,0.97112
4.13,0.99395
4.14,0.97719
4.15,0.96765
4.16,0.98507
4.17,0.98458
4.18,0.98744
4.19,0.98486
4.2,0.97338
4.21,0.97917
4.22,1.0015
4.23,0.99632
4.24,0.992
4.25,0.99653
4.26,0.98293
4.27,0.97238
4.28,1.01
4.29,0.99259
4.3,0.97138
4.31,1.006
4.32,0.97331
4.33,0.98765
4.34,0.99255
4.35,0.99643
4.36,1.0034
4.37,1.0014
4.38,0.99607
4.39,0.97645
4.4,0.98034
4.41,1.0148
4.42,0.98377
4.43,0.99069
4.44,1.0016
4.45,1.0017
4.46,0.98284
4.47,1.0003
4.48,1.0167
4.49,0.99319
4.5,1.0128
4.51,1.0186
4.52,0.99034
4.53,0.99038
4.54,0.99762
4.55,1.0135
4.56,1.0172
4.57,0.99138
4.58,1.0123
4.59,1.01
4.6,1.0006
4.61,0.9933
4.62,1.0096
4.63,0.98794
4.64,0.99191
4.65,0.98831
4.66,1.0059
4.67,0.98446
4.68,0.99147
4.69,1.0086
4.7,1.0021
4.71,0.98831
4.72,1.0127
4.73,1.0004
4.74,1.0189
4.75,0.99059
4.76,1.0247
4.77,0.98709
4.78,0.98923
4.79,1.0059
4.8,1.017
4.81,1.0237
4.82,0.9964
4.83,1.0008
4.84,1.0173
4.85,1.0066
4.86,1.0166
4.87,1.0135
4.88,1.0139
4.89,1.017
4.9,0.98816
4.91,0.99594
4.92,0.99557
4.93,1.0092
4.94,1.0128
4.95,1.0113
4.96,1.0015
4.97,0.99556
4.98,0.99586
4.99,1.0126
5,0.99304
5.01,1.0161
5.02,0.99265
5.03,0.98808
5.04,1.0126
5.05,0.991
5.06,1.0239
5.07,1.0052
5.08,1.0105
5.09,1.0221
5.1,0.98619
5.11,1.0091
5.12,1.0141
5.13,1.005
5.14,0.98712
5.15,1.0025
5.16,1.0055
5.17,1.0154
5.18,0.98704
5.19,1.002
5.2,1.0232
5.21,1.0027
5.22,0.99701
5.23,1.0015
5.24,1.0133
5.25,0.9916
5.26,0.99009
5.27,0.99798
5.28,1.0205
5.29,1.0214
5.3,0.99282
5.31,0.98528
5.32,0.98727
5.33,1.0032
5.34,0.98841
5.35,1.0026
5.36,0.98591
5.37,1.0152
5.38,0.99614
5.39,0.99821
5.4,0.9942
5.41,1.0095
5.42,1.0039
5.43,1.0156
5.44,1.0109
5.45,1.0139
5.46,1.0083
5.47,0.9957
5.48,1.0174
5.49,1.0041
5.5,0.99424
5.51,1.0012
5.52,0.99772
5.53,0.99547
5.54,0.98891
5.55,0.98251
5.56,0.99594
5.57,0.99787
5.58,0.99047
5.59,0.98298
5.6,0.98734
5.61,1.0107
5.62,0.99961
5.63,1.0052
5.64,1.0129
5.65,0.98803
5.66,1.0067
5.67,0.98868
5.68,0.99338
5.69,0.98125
5.7,0.99634
5.71,0.98721
5.72,1.0097
5.73,0.99746
5.74,0.97789
5.75,0.98836
5.76,1.0043
5.77,0.99466
5.78,0.98509
5.79,1.0161
5.8,0.98293
5.81,1.0094
5.82,1.0154
5.83,0.98437
5.84,1.0018
5.85,0.98006
5.86,0.9914
5.87,0.9892
5.88,0.99789
5.89,1.0105
5.9,1.0109
5.91,1.0066
5.92,0.99072
5.93,1.0096
5.94,1.0028
5.95,0.97941
5.96,0.97927
5.97,0.98378
5.98,1.0084
5.99,0.98017
6,0.9985
6.01,1.0149
6.02,0.98662
6.03,0.98602
6.04,0.98144
6.05,1.0059
6.06,1.0062
6.07,0.99779
6.08,0.98852
6.09,1.0066
6.1,0.99328
6.11,0.98622
6.12,0.98755
6.13,0.99574
6.14,0.99713
6.15,1.0129
6.16,1.0175
6.17,0.99629
6.18,0.97994
6.19,0.99957
6.2,0.97995
6.21,1.0089
6.22,1.0025
6.23,1.0118
6.24,0.99209
6.25,0.98825
6.26,1.0005
6.27,0.99631
6.28,0.99528
6.29,1.0187
6.3,1.0179
6.31,1.0133
6.32,1.0141
6.33,0.99189
6.34,0.98541
6.35,1.0194
6.36,1.0052
6.37,0.99836
6.38,1.017
6.39,1.0074
6.4,1.0124
6.41,1.0015
6.42,1.0028
6.43,0.98632
6.44,1.0178
6.45,1.0129
6.46,0.98631
6.47,0.98178
6.48,0.99392
6.49,0.98462
6.5,0.98412
6.51,1.0011
6.52,0.98124
6.53,1.0028
6.54,1.0147
6.55,1.0011
6.56,1.0075
6.57,1.01
6.58,1.0085
6.59,0.9815
6.6,0.98829
6.61,1.0075
6.62,0.9945
6.63,0.98335
6.64,0.98635
6.65,1.0176
6.66,0.98963
6.67,0.99599
6.68,1.0042
6.69,0.98751
6.7,0.98189
6.71,1.0085
6.72,1.0114
6.73,1.0094
6.74,0.98398
6.75,1.0045
6.76,1.0179
6.77,1.0181
6.78,0.99814
6.79,1.0012
6.8,1.0142
6.81,1.0177
6.82,1.005
6.83,1.0099
6.84,1.0017
6.85,1.0006
6.86,0.98738
6.87,1.02
6.88,1.0039
6.89,0.99184
6.9,1.0022
6.91,1.0088
6.92,1.0076
6.93,0.98478
6.94,1.0028
6.95,1.0053
6.96,1.0076
6.97,1.0006
6.98,1.0037
6.99,1.0044
7,0.99844
7.01,0.98682
7.02,1.0008
7.03,1.01
7.04,0.98199
7.05,0.98277
7.06,1.0016
7.07,0.9935
7.08,0.98206
7.09,0.99044
7.1,0.9849
7.11,0.99591
7.12,1.0026
7.13,1.0044
7.14,1.005
7.15,1.0179
7.16,1.0114
7.17,1.001
7.18,0.99992
7.19,1.0064
7.2,1.0083
7.21,0.99669
7.22,0.99984
7.23,0.99953
7.24,1.0087
7.25,1.0017
7.26,0.99134
7.27,1.0045
7.28,0.99144
7.29,1.0084
7.3,1.0014
7.31,1.0177
7.32,0.98957
7.33,0.99667
7.34,1.004
7.35,1.0114
7.36,1.0169
7.37,1.0073
7.38,1.0129
7.39,1.0011
7.4,0.98921
7.41,0.98573
7.42,1.0159
7.43,0.99001
7.44,1.006
7.45,0.98011
7.46,1.0173
7.47,0.9909
7.48,1.0142
7.49,0.99102
7.5,1.0179
7.51,1.0001
7.52,0.98474
7.53,0.99647
7.54,1.0079
7.55,0.99724
7.56,0.98408
7.57,1.0104
7.58,0.98375
7.59,0.99739
7.6,0.99352
7.61,0.99161
7.62,1.01
7.63,0.99325
7.64,0.99293
7.65,0.98192
7.66,1.0026
7.67,0.9991
7.68,0.98778
7.69,0.98425
7.7,1.0186
7.71,1.0143
7.72,0.99934
7.73,0.99436
7.74,1.0119
7.75,0.98614
7.76,0.98604
7.77,0.98196
7.78,0.98562
7.79,0.99838
7.8,0.99488
7.81,1.015
7.82,0.99662
7.83,0.99615
7.84,1.0057
7.85,0.99199
7.86,0.98207
7.87,1.0122
7.88,1.0156
7.89,1.0165
7.9,1.0157
7.91,1.0105
7.92,0.98652
7.93,1.0026
7.94,0.98095
7.95,1.0118
7.96,1.0006
7.97,1.0142
7.98,0.99081
7.99,1.0145
8,1.0032
8.01,0.9953
8.02,1.0122
8.03,1.0008
8.04,1.0174
8.05,0.99657
8.06,1.003
8.07,1.0097
8.08,1.015
8.09,0.99332
8.1,0.98738
8.11,1.0095
8.12,1.0086
8.13,1.015
8.14,0.98275
8.15,1.0082
8.16,1.015
8.17,0.99423
8.18,0.98346
8.19,0.98631
8.2,0.99655
8.21,0.98375
8.22,1.0069
8.23,1.0024
8.24,1.0124
8.25,1.015
8.26,1.0107
8.27,1.0053
8.28,1.0158
8.29,1.0151
8.3,0.99942
8.31,0.98449
8.32,0.99507
8.33,0.99528
8.34,1.0075
8.35,0.98486
8.36,0.98307
8.37,0.98574
8.38,0.99912
8.39,1.0084
8.4,0.98955
8.41,0.99567
8.42,1.0191
8.43,1.0052
8.44,1.0073
8.45,1.0164
8.46,0.99455
8.47,1.0144
8.48,1.0118
8.49,0.99723
8.5,0.98302
8.51,1
8.52,0.99944
8.53,0.99812
8.54,1.0001
8.55,1.0097
8.56,1.0174
8.57,0.99211
8.58,0.98595
8.59,0.98451
8.6,0.98332
8.61,1.019
8.62,0.99644
8.63,0.98965
8.64,1.0186
8.65,1.0135
8.66,0.98805
8.67,0.9853
8.68,0.98798
8.69,0.99369
8.7,1.0032
8.71,0.99774
8.72,1.0036
8.73,0.99744
8.74,0.99486
8.75,0.99542
8.76,1.0041
8.77,0.99731
8.78,0.98608
8.79,1.0069
8.8,1.0199
8.81,1.008
8.82,0.99623
8.83,1.0141
8.84,1.0129
8.85,1.0119
8.86,0.99509
8.87,0.9805
8.88,0.99931
8.89,1.0057
8.9,1.006
8.91,1.0059
8.92,1.0121
8.93,0.9952
8.94,0.99441
8.95,0.99568
8.96,0.99347
8.97,1.0078
8.98,0.98589
8.99,0.99175
9,1.0068
9.01,1.0143
9.02,0.99267
9.03,0.98585
9.04,1.0042
9.05,0.9803
9.06,1.0169
9.07,0.99535
9.08,1.0007
9.09,0.99384
9.1,0.99063
9.11,0.9917
9.12,1.0134
9.13,0.98503
9.14,1.0054
9.15,0.982
9.16,0.99837
9.17,0.99511
9.18,0.98627
9.19,1.0103
9.2,1.0067
9.21,0.98049
9.22,1.0118
9.23,1.0025
9.24,0.99157
9.25,0.99664
9.26,0.99284
9.27,1.0006
9.28,1.0088
9.29,1.0137
9.3,0.98928
9.31,0.9986
9.32,0.99493
9.33,0.982
9.34,0.98295
9.35,0.98809
9.36,1.0026
9.37,1.0132
9.38,0.99689
9.39,1.0136
9.4,0.9917
9.41,0.98723
9.42,0.99428
9.43,1.0173
9.44,1.0036
9.45,0.99473
9.46,0.99849
9.47,1.0051
9.48,1.0177
9.49,0.9962
9.5,0.98198
9.51,0.99776
9.52,1.0038
9.53,1.0099
9.54,1.0145
9.55,0.9852
9.56,0.98414
9.57,1.0066
9.58,1.0133
9.59,1.0032
9.6,1.0063
9.61,1.0192
9.62,0.98071
9.63,1.0168
9.64,0.98774
9.65,1.0187
9.66,1.0009
9.67,0.9911
9.68,1.0087
9.69,1.0036
9.7,1.0134
9.71,1.0133
9.72,1.0063
9.73,1.0092
9.74,1.0057
9.75,0.99393
9.76,1.0013
9.77,1.0065
9.78,0.99289
9.79,1.0147
9.8,0.99765
9.81,1.0167
9.82,0.99102
9.83,1.018
9.84,0.98465
9.85,0.9966
9.86,1.0134
9.87,1.0185
9.88,0.99328
9.89,1.001
9.9,1.0014
9.91,1.0127
9.92,1.0172
9.93,1.0065
9.94,0.98969
9.95,1.0176
9.96,1.0038
9.97,0.98501
9.98,0.98985
9.99,1.0154
10,0.98782
